display_name,official_iau_name,simbad_main_id,gaia_dr3_source_id,hip_id,hd_id,bayer_designation,flamsteed_designation,all_identifiers,ra_deg,dec_deg,parallax_mas,parallax_error_mas,parallax_over_error,proper_motion_ra_mas_yr,proper_motion_dec_mas_yr,radial_velocity_km_s,distance_pc,distance_ly,x_ly,y_ly,z_ly,r_ly,phi_deg,theta_deg,apparent_magnitude,spectral_type,stellar_category,astrometry_source,distance_quality_flag,selection_reason,fame_score,notes
Aldebaran,Aldebaran,* alf Tau,,21421,29139,,,*  87 Tau | * alf Tau | ** BU  550A | ** BU 1031A | ** STF 4002A | 2MASS J04355524+1630331 | [B10]  1077 | ADS  3321 A | AG+16  400 | AP J04355524+1630331 | ASCC  838711 | BD+16   629 | CCDM J04359+1631A | CEL    436 | CNS5 1142 | CSI+16   629  1 | CSV   6116 | FK5  168 | GALAH 141102003801353 | GAT 1331 | GC  5605 | GCRV  2689 | GEN# +1.00029139 | GES J04355530+1630309 | GJ 171.1 A | GJ 9159 A | GSC 01266-01416 | HD  29139 | HIC  21421 | HIP 21421 | HR  1457 | IDS 04302+1619 A | IRAS 04330+1624 | IRC +20087 | JP11   898 | LSPM J0435+1630 | LTT 11462 | N30  962 | NAME Aldebaran | NLTT 13584 | PLX 1014 | PMC 90-93   119 | PPM 120061 | RAFGL  601 | ROT   655 | SAO  94027 | SKY#  7128 | SRS  30168 | TD1  3349 | TIC 245873777 | TYC 1266-1416-1 | UBV    4426 | UBV M  10223 | USNO-B1.0 1065-00048822 | uvby98 100029139 | V* alf Tau | WDS J04359+1631A | WEB  4111 | YZ  16  1233,68.98016279,16.50930235,48.94,0.77,63.558,63.45,-188.94,54.398,20.433183,66.644131,22.919158,59.644715,18.93833,66.644131,68.98016279,73.49069765,0.86,K5+III,other,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,
Spica,Spica,* alf Vir,,65474,116658,,,*  67 Vir | * alf Vir | 1ES 1322-10.8 | 1RXS J132511.6-110932 | 2E  3039 | 2E 1322.5-1053 | 2MASS J13251158-1109404 | 2RE J1325-111 | 2RE J132508-111117 | AKARI-IRC-V1 J1325115-110940 | ALS 14813 | BD-10  3672 | CCDM J13252-1109A | CSI-10  3672  1 | EUVE J1325-11.1 | FK5  498 | GC 18144 | GCRV  7963 | GEN# +1.00116658 | GSC 05547-01518 | HD 116658 | HGAM    623 | HIC  65474 | HIP 65474 | HR  5056 | IDS 13200-1038 A | IRAS 13225-1054 | IRC -10286 | JP11  2392 | MCW  553 | N30 3066 | NAME Spica | PLX 3063 | PMC 90-93   354 | PPM 227262 | RAFGL 1622 | RBS  1263 | RE J1325-110 | RE J132512-110856 | ROT  1963 | RX J1325.2-1109 | SACS 290 | SAO 157923 | SBC7   487 | SBC9 766 | SKY# 24751 | TD1 16831 | TIC 178999156 | TYC 5547-1518-1 | UBV   12103 | UBV M  19362 | uvby98 100116658 | V* alf Vir | WDS J13252-1110A | WEB 11556,201.29824736,-11.16131949,13.06,0.7,18.657,-42.35,-30.67,-3.31,76.569678,249.73689,-228.27954,-88.994429,-48.342085,249.73689,201.29824736,101.16131949,0.97,B1V,other_main_sequence,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,
Fomalhaut,Fomalhaut,* alf PsA,,113368,216956,,,*  24 PsA | *  79 Aqr | * alf PsA | ** MAM    1A | ** SHY  106A | 2MASS J22573901-2937193 | 8pc 130.08 | [DML87] 545 | [PS72]  89 | CD-30 19370 | CEL   5549 | CNS5 5665 | CPC 17 12409 | CPD-30  6685 | FK5  867 | GC 32000 | GCRV 14409 | GEN# +1.00216956 | GJ 881 | GJ 881.0 | H-ATLAS J225739.6-293730 | HD 216956 | HIC 113368 | HIP 113368 | HR  8728 | IRAS 22549-2953 | IRC -30458 | JCMTSE J225739.4-293726 | JCMTSF J225738.9-293714 | JP11  3556 | LTT  9292 | N30 5050 | NAME Fomalhaut | NLTT 55380 | NSV 14372 | PLX 5565 | PLX 5565.00 | PMC 90-93   611 | PPM 274426 | RAFGL 2995 | ROT  3340 | SAO 191524 | SKY# 43608 | SRS  30867 | TD1 29476 | TIC 47552789 | TYC 6977-1267-1 | UBV   19672 | UBV M  26732 | uvby98 100216956 | WDS J22577-2937A | WEB 20167 | Zkh 345,344.41269272,-29.62223703,129.81,0.47,276.191,328.95,-164.67,6.5,7.703567,25.125674,21.038532,-5.86904,-12.4191,25.125674,344.41269272,119.62223703,1.16,A4V,other_main_sequence,SIMBAD,reliable_simbad_parallax,bright_v<4 | nearby_<=50ly | official_iau_name | simbad_named_star,150,
Mimosa,Mimosa,* bet Cru,,62434,111123,,,* bet Cru | 1RXS J124742.5-594125 | 2MASS J12474326-5941194 | [B10]  3328 | [KCS2016] J124743.26-594119.5 | AKARI-IRC-V1 J1247432-594119 | ALS 14974 | CCDM J12478-5940A | CEL   4154 | CPC 20  3932 | CPD-59  4451 | CSI-59  4451 41 | CXOU J124743.8-594121 | EUVE J1247-59.6 | FK5  481 | GC 17374 | GCRV  7661 | GEN# +1.00111123 | GSC 08659-03107 | HD 111123 | HGAM   2011 | HIC  62434 | HIP 62434 | HR  4853 | IDS 12419-5908 A | IRAS 12448-5925 | JP11  2298 | N30 2947 | NAME Mimosa | PLX 2941.01 | PPM 341305 | ROT  1887 | SAO 240259 | SBC9 2446 | SKY# 23820 | TD1 16475 | TIC 405567821 | TYC 8659-3107-1 | UBV   11480 | UBV M  18628 | uvby98 100111123 | V* bet Cru | WDS J12477-5941A | WEB 11084,191.93028656,-59.688772,11.71,0.98,11.949,-42.97,-16.18,10.3,85.397096,278.528077,-137.53585,-29.059288,-240.452359,278.528077,191.93028656,149.688772,1.25,B1IV,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,
Regulus,Regulus,* alf Leo,,49669,87901,,,*  32 Leo | * alf Leo | ** STF 5006A | 2E  2231 | 2E 1005.5+1213 | 2MASS J10082229+1158018 | [HFE83]  708 | ADS  7654 A | AG+12 1199 | AP J10082229+1158018 | ASCC  949713 | BD+12  2149 | CCDM J10083+1159A | CNS5 2491 | CSI+12  2149  1 | CSV 101099 | FK5  380 | GC 13926 | GCRV  6417 | GEN# +1.00087901A | GJ 9316 A | HD  87901 | HGAM    596 | HIC  49669 | HIP 49669 | HR  3982 | IRAS 10056+1212 | IRC +10226 | JP11  1896 | LSPM J1008+1158 | LTT 12716 | N30 2414 | NAME Regulus | NLTT 23490 | NSV  4750 | PLX 2384 | PMC 90-93   274 | PMSC 10030+1227A | PPM 127140 | RAFGL 4771S | ROT  1536 | SAO  98967 | SKY# 19511 | SRS  30380 | SV* ZI   793 | TD1 14585 | TIC 357348164 | TYC  833-1381-1 | UBV    9452 | UBV M  15960 | USNO-B1.0 1019-00203254 | uvby98 100087901 A | WDS J10084+1158A | WEB  9160 | YPAC  43,152.09296244,11.96720878,41.13,0.35,117.514,-248.73,5.59,0.7195,24.313153,79.2989,-68.554059,36.308288,16.442774,79.2989,152.09296244,78.03279122,1.4,B8IVn,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,
Adhara,Adhara,* eps CMa,,33579,52089,,,*  21 CMa | * eps CMa | ** CPO    7A | 1AXG J065840-2857 | 1RXS J065837.3-285814 | 2EUVE J0658-28.9 | 2MASS J06583754-2858197 | 2RE J0658-285 | 2RE J065836-285810 | 2XMM J065837.5-285820 | ADS  5654 A | AKARI-IRC-V1 J0658375-285820 | ALS 14800 | CCDM J06586-2858A | CD-28  3666 | CEL   1473 | CPD-28  1586 | CSI-28  3666 21 | EUVE J0658-28.9 | FK5  268 | GC  9188 | GCRV  4590 | GEN# +1.00052089 | GSC 06535-03619 | HD  52089 | HIC  33579 | HIP 33579 | HR  2618 | IDS 06547-2850 A | IRAS 06566-2854 | IRC -30071 | JP11  1473 | MCW  492 | N30 1515 | NAME Adhara | PMC 90-93   192 | PPM 251347 | RE J0658-285 | RE J065836-285811 | ROT  1127 | RX J0658.6-2858 | SACS 151 | SAO 172676 | SKY# 12435 | SRS  30268 | TD1  8751 | TIC 63198307 | TYC 6535-3619-1 | UBV    6891 | UBV M  12697 | uvby98 100052089 | WDS J06586-2858A | WEB  6753,104.65645315,-28.97208616,8.05,0.14,57.5,3.24,1.33,27.3,124.223602,405.163202,-89.686273,342.925388,-196.254353,405.163202,104.65645315,118.97208616,1.5,B1.5II,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,
Shaula,Shaula,* lam Sco,,85927,158926,,,"*  35 Sco | * lam Sco | ** DUN  218A | ** SEE  334A | ** TNG    1 | 1E 1730.2-3704 | 1RXS J173336.7-370604 | 2MASS J17333652-3706135 | [B10]  4439 | [SC95] ZET 456 | [SC96] GC  99 | [SC96] Mis  521 | ALS 15082 | CCDM J17336-3706A | CD-37 11673 | CPC 18  8791 | CPD-37  7265 | CSI-37 11673 21 | EUVE J1733-37.1 | FK5  652 | GC 23769 | GCRV 10136 | GEN# +1.00158926 | GSC 07388-01093 | HD 158926 | HIC  85927 | HIP 85927 | HR  6527 | IDS 17268-3702 A | IRAS 17302-3704 | JP11  2862 | N30 3905 | NAME Shaula | PMC 90-93   462 | PPM 296488 | ROT  2459 | SACS 383 | SAO 208954 | SKY# 31695 | SRS  30652 | TD1 20577 | TIC 465088681 | TYC 7388-1093-1 | UBV   14937 | UBV M  22240 | uvby98 100158926 | V* lam Sco | WD 1730-370 | WDS J17336-3706A | WDS J17336-3706Aa,Ab | WEB 14501",263.40216718,-37.10382355,5.71,0.75,7.613,-8.53,-30.8,-3.0,,,,,,,263.40216718,127.10382355,1.63,B2IV+DA7.9,giant_or_supergiant,SIMBAD,uncertain_or_missing_distance,official_iau_name | simbad_named_star,150,
Gacrux,Gacrux,* gam Cru,,61084,108903,,,* gam Cru | 2MASS J12310993-5706474 | [DS98] 174 | [L91b] 208 | CCDM J12312-5706A | CD-56  4504 | CPC 20  3840 | CPD-56  5272 | CSV 101285 | FK5  468 | GC 17052 | GCRV  7528 | GEN# +1.00108903 | GJ 470 | HD 108903 | HIC  61084 | HIP 61084 | HR  4763 | IDS 12256-5633 A | IRAS 12283-5650 | JP11  2226 | LTT  4752 | N30 2892 | NAME Gacrux | NLTT 30973 | NSV  5672 | PPM 341058 | RAFGL 4150 | SAO 240019 | SKY# 23406 | SV* BV   839 | SV* ZI   944 | TIC 272314138 | TYC 8654-3422-1 | UBV   11239 | UBV M  18297 | WDS J12312-5707A | WEB 10875,187.79149838,-57.11321346,36.83,0.18,204.611,28.23,-265.08,21.0,27.151778,88.557257,-47.640969,-6.518799,-74.365523,88.557257,187.79149838,147.11321346,1.64,M3.5III,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,
Elnath,Elnath,* bet Tau,,25428,35497,,,*  23 Aur | * 112 Tau | * bet Tau | * gam Aur | 1RXS J052619.9+283621 | 2MASS J05261751+2836271 | AG+28  516 | AKARI-IRC-V1 J0526175+283625 | ALS 15829 | ASCC  661203 | BD+28   795 | CCDM J05263+2836A | CEL    688 | CSI+28   795  1 | FK5  202 | GC  6681 | GCRV  3257 | GEN# +1.00035497 | GSC 01859-01470 | HD  35497 | HGAM    398 | HIC  25428 | HIP 25428 | HR  1791 | IDS 05200+2831 A | IRAS 05231+2833 | IRC +30112 | JP11  1072 | LSPM J0526+2836 | N30 1163 | NAME Elnath | PLX 1231 | PLX 1231.00 | PMC 90-93   145 | PPM  94361 | Renson 9110 | ROT   794 | SAO  77168 | SKY#  8655 | SRS  30202 | TD1  4565 | TIC 285473140 | TYC 1859-1470-1 | UBV    3965 | UBV    5151 | UBV M  10935 | USNO-B1.0 1186-00083031 | uvby98 100035497 | WDS J05263+2836A | WEB  4928,81.57297133,28.60745172,24.36,0.34,71.647,22.76,-173.58,9.2,41.050903,133.890139,17.226173,116.27583,64.107407,133.890139,81.57297133,61.39254828,1.65,B7III,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,
Alnilam,Alnilam,* eps Ori,,26311,37128,,,*  46 Ori | * eps Ori | 1E 0533.6-0113 | 1RXS J053612.8-011201 | 1RXS J053619.2-011312 | 2E  1411 | 2E 0533.6-0113 | 2MASS J05361280-0112070 | [HFE83]  386 | [KSP2003] J053612.85-011208.3 | [SC93b] 326 | AG-01  596 | ALS 14791 | BD-01   969 | CCDM J05363-0112A | Ced  55h | CEL    852 | CSI-01   969  1 | EM* MWC  504 | EUVE J0536-01.1 | FK5  210 | GC  6960 | GCRV  3454 | GEN# +1.00037128 | HD  37128 | HGAM    449 | HIC  26311 | HIP 26311 | HR  1903 | IDS 05311-0116 A | IRAS 05336-0113 | IRC +00079 | JP11  1181 | MCW  342 | N30 1204 | NAME Alnilam | PLX 1283 | PLX 1283.00 | PMC 90-93   151 | PPM 175945 | RAFGL 4428S | ROT   885 | SAO 132346 | SKY#  9067 | TD1  4963 | TIC 427451176 | TYC 4766-2450-1 | UBV    5563 | UBV M  11224 | uvby98 100037128 | V* eps Ori | WDS J05362-0112A | WEB  5173 | WH 328,84.05338894,-1.20191914,1.65,0.45,3.667,1.44,-0.78,27.3,,,,,,,84.05338894,91.20191914,1.69,B0Ia,giant_or_supergiant,SIMBAD,uncertain_or_missing_distance,official_iau_name | simbad_named_star,150,
Miaplacidus,Miaplacidus,* bet Car,,45238,80007,,,* bet Car | 2MASS J09131197-6943017 | CD-69   600 | CEL   3237 | CPC 21.1  1479 | CPD-69  1023 | FK5  348 | GC 12764 | GCRV  6042 | GEN# +1.00080007 | GJ 339.2 | GJ 9292 | HD  80007 | HIC  45238 | HIP 45238 | HR  3685 | IRAS 09126-6930 | JP11  1790 | N30 2196 | NAME Miaplacidus | NLTT 21307 | PLX 2213 | PLX 2213.00 | PPM 357200 | ROT  1459 | SAO 250495 | SKY# 17778 | TD1 13760 | TIC 290374453 | TYC 9200-2603-1 | UBV    8872 | UBV M  15259 | uvby98 100080007 | WEB  8622,138.29990608,-69.7172076,28.82,0.11,262.0,-156.47,108.95,-5.1,34.698126,113.170152,-29.291231,26.097621,-106.15282,113.170152,138.29990608,159.7172076,1.69,A1III-,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,
Alnair,Alnair,* alf Gru,6560604777055249536,109268,209952,,,* alf Gru | 2MASS J22081397-4657393 | [CS62] E9  70 | ALS 15069 | CCDM J22082-4658A | CD-47 14063 | CEL   5438 | CPC  0 19748 | CPD-47  9830 | CSI-47 14063 21 | CSV 103076 | EXO 2205.1-4712 | FK5  829 | Gaia DR2 6560604777053880704 | Gaia DR3 6560604777055249536 | GC 30942 | GCRV 13901 | GEN# +1.00209952 | GJ 848.2 | GJ 9767 | HD 209952 | HIC 109268 | HIP 109268 | HR  8425 | IDS 22019-4727 A | IRAS 22051-4712 | JP11  3451 | LTT  8869 | N30 4875 | NAME Alnair | NLTT 52990 | NSV 14040 | PLX 5339 | PLX 5339.00 | PPM 327928 | ROT  3215 | SACS 483 | SAO 230992 | SKY# 42171 | TD1 28783 | TIC 279316667 | TYC 8438-1959-1 | UBV   18893 | UBV M  26132 | uvby98 100209952 | WDS J22082-4658A | WEB 19636,332.0582697,-46.96097438,32.29,0.21,153.762,126.69,-147.47,10.9,30.96934,101.008479,60.901451,-32.302472,-73.825987,101.008479,332.0582697,136.96097438,1.71,B6V,other_main_sequence,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax"
Alioth,Alioth,* eps UMa,1576683529448755328,62956,112185,,,*  77 UMa | * eps UMa | ** BLM    2 | 2MASS J12540170+5557349 | [HFE83]  911 | AAVSO 1249+56 | AG+56  909 | BD+56  1627 | CCDM J12540+5558AB | CEL   4168 | CNS5 3183 | CSV 101344 | FK5  483 | Gaia DR3 1576683529448755328 | GC 17518 | GCRV  7722 | GEN# +1.00112185 | GSC 03845-01190 | HD 112185 | HGAM    620 | HIC  62956 | HIP 62956 | HR  4905 | IRAS 12518+5613 | IRC +60222 | JP11  2330 | N30 2976 | NAME Alioth | PLX 2964 | PLX 2964.00 | PMC 90-93   342 | PPM  33769 | RAFGL 1584 | Renson 32580 | ROT  1909 | SAO  28553 | SKY# 23986 | TD1 16542 | TIC 150387644 | TYC 3845-1190-1 | UBV   11641 | UBV M  18813 | uvby98 100112185 | V* eps UMa | WDS J12540+5558AB | WEB 11163,193.50728997,55.95982296,39.51,0.2,197.55,111.91,-8.24,-12.7,25.310048,82.550336,-44.931394,-10.79312,68.404944,82.550336,193.50728997,34.04017704,1.77,A1III-IVpkB9,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax"
Alnitak,Alnitak,* zet Ori,,26727,,,,*  50 Ori | * zet Ori | ** STF  774AB | 1ES 0538-01.9 | 1RXS J054045.4-015631 | 2E  1500 | 2E 0538.2-0157 | 2MASS J05404553-0156336 | [HJ56]  71 | [KSP2003] J054045.31-015636.8 | [YKK2000] B2 | AAVSO 0535-02 | ADS  4263 AB | AKARI-IRC-V1 J0540454-015633 | BD-02  1338 | CCDM J05408-0156AB | CEL    921 | CSI-02  1338  4 | EM* MWC  509 | EUVE J0540-01.9 | GC  7089 | GEN# +1.00037742 | GSC 04771-01188 | HGAM    467 | HIC  26727 | HIP 26727 | IRAS 05381-0158 | IRC +00081 | JP11  1219 | MCW  349 | NAME Alnitak | PLX 1301 | PLX 1301.00 | PPM 400076 | ROT   907 | SAO 132444 | SKY#  9258 | TD1  5127 | TIC 11360636 | UBV    5783 | uvby98 100037742 | WDS J05407-0157AB | WH 460 | XSS J05421-0225,85.18969443,-1.94257359,4.43,0.64,6.922,3.19,2.03,18.5,,,,,,,85.18969443,91.94257359,1.77,O9.7Ib+B0III,giant_or_supergiant,SIMBAD,uncertain_or_missing_distance,official_iau_name | simbad_named_star,150,
Dubhe,Dubhe,* alf UMa,,54061,95689,,,*  50 UMa | * alf UMa | ** BU 1077AB | 2MASS J11034364+6145034 | [HFE83]  772 | ADS  8035 AB | AG+62  691 | ASCC  128139 | BD+62  1161 | CCDM J11037+6145AB | CSI+62  1161  1 | CSV 101174 | FK5  417 | GC 15185 | GCRV  6819 | GEN# +1.00095689 | HD  95689 | HIC  54061 | HIP 54061 | HR  4301 | IRAS 11006+6201 | IRC +60208 | JP11  2021 | LSPM J1103+6145 | N30 2598 | NAME Dubhe | NSV  5070 | PLX 2575 | PLX 2575.00 | PMC 90-93   299 | PMSC 10576+6217 | PPM  17705 | RAFGL 1454 | ROT  1650 | SAO  15384 | SBC7   421 | SBC9 648 | SKY# 21122 | SV* ZI   866 | TD1 15325 | TIC 99843265 | UBV   10086 | UBV M  16729 | USNO 838 | USNO-B1.0 1517-00189768 | uvby98 100095689 | WDS J11037+6145AB | WEB  9776,165.93196467,61.75103469,26.54,0.48,55.292,-134.11,-34.7,-9.4,37.678975,122.89238,-56.420915,14.138496,108.25581,122.89238,165.93196467,28.24896531,1.79,G9III+A7.5,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,
Mirfak,Mirfak,* alf Per,,15863,20902,,,*  33 Per | * alf Per | 2MASS J03241936+4951401 | [HFE83]  221 | AG+49  396 | BD+49   917 | CCDM J03243+4951A | Cl Melotte   20   605 | Cl* Melotte   20    MMU     605 | CSI+49   917  1 | CSV 100269 | FK5  120 | GC  4041 | GCRV  1871 | GEN# +5.20200605 | GSC 03320-02808 | HD  20902 | HIC  15863 | HIP 15863 | HR  1017 | IDS 03171+4930 A | IRAS 03207+4941 | IRC +50095 | JP11  4562 | N30  690 | NAME Mirfak | NSV  1125 | PLX  707 | PLX  707.00 | PMC 90-93    85 | PPM  46127 | RAFGL  487 | ROT   464 | SAO  38787 | SKY#  5117 | SV* ZI   183 | TD1  2127 | TIC 252830952 | TYC 3320-2808-1 | UBV    3256 | UBV M  40922 | uvby98 520200605 | WDS J03243+4952A | WEB  3026,51.08070872,49.86117929,6.44,0.17,37.882,23.75,-26.23,-2.158,155.279503,506.454003,205.103793,254.012867,387.176387,506.454003,51.08070872,40.13882071,1.79,F5Ib,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,
Kaus Australis,Kaus Australis,* eps Sgr,,90185,169022,,,*  20 Sgr | * eps Sgr | ** GOL    2A | ** SEE  351A | 1RXS J182410.8-342259 | 2E  4062 | 2E 1820.8-3424 | 2MASS J18241032-3423046 | [SC95] M 591 | [SC96] GC 585 | [SC96] Mis 1335 | ALS 15808 | CCDM J18242-3423A | CD-34 12784 | CPC 17  9906 | CSI-34 12784 21 | EUVE J1824-34.3 | FK5  689 | GC 25100 | GCRV 10865 | GEN# +1.00169022 | GSC 07401-03471 | HD 169022 | HIC  90185 | HIP 90185 | HR  6879 | IDS 18175-3427 A | IRAS 18208-3424 | JP11  2965 | N30 4084 | NAME Kaus Australis | PLX 4222 | PLX 4222.00 | PMC 90-93   491 | PPM 297655 | SAO 210091 | SKY# 33590 | SRS  30689 | TIC 66389641 | TYC 7401-3471-1 | UBV   15626 | UBV M  22887 | UCAC4 279-185534 | uvby98 100169022 | WDS J18242-3423A | WEB 15421 | WISE J182410.41-342310.0,276.04299335,-34.38461649,22.76,0.24,94.833,-39.42,-124.2,-15.0,43.936731,143.302451,12.450051,-117.605356,-80.929406,143.302451,276.04299335,124.38461649,1.81,B9IVp_lB?,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,
Wezen,Wezen,* del CMa,,34444,54605,,,*  25 CMa | * del CMa | 2MASS J07082348-2623354 | CD-26  3916 | Cl Collinder  121    31 | Cl* Collinder  121    MMU      31 | CPD-26  1793 | FK5  273 | GC  9443 | GCRV  4704 | GEN# +5.11210031 | GSC 06532-05001 | HD  54605 | HIC  34444 | HIP 34444 | HR  2693 | IRAS 07063-2618 | IRC -30076 | JP11  4547 | N30 1568 | NAME Wezen | NSV  3424 | PLX 1673 | PLX 1673.00 | PMC 90-93   196 | PPM 251718 | RAFGL 1078 | ROT  1146 | SACS 156 | SAO 173047 | SKY# 12832 | SRS  30273 | TD1  9243 | TIC 64602863 | TYC 6532-5001-1 | UBV    6983 | UBV M  12924 | UBV M  40652 | uvby98 511210031 | WEB  6902,107.09785021,-26.39319958,2.03,0.38,5.342,-3.12,3.31,33.67,,,,,,,107.09785021,116.39319958,1.84,F8Ia,giant_or_supergiant,SIMBAD,uncertain_or_missing_distance,official_iau_name | simbad_named_star,150,
Sargas,Sargas,* tet Sco,,86228,159532,,,* tet Sco | * tet Sco A | ** SEE  510A | 2MASS J17371913-4259522 | [CS62] E7  88 | [SC95] ZET 482 | [SC96] Mis  563 | CCDM J17373-4300A | CD-42 12312 | CD-42 12312A | CEL   4542 | CPC  0 16458 | CPD-42  7856 | FK5  654 | GC 23857 | GCRV 10165 | GEN# +1.00159532 | GSC 07892-07679 | HD 159532 | HD 159532A | HIC  86228 | HIP 86228 | HR  6553 | IRAS 17337-4258 | JP11  2866 | N30 3918 | NAME Sargas | NSV  9233 | PLX 3998 | PLX 3998.00 | PPM 323186 | ROT  2465 | SAO 228201 | SKY# 31826 | TD1 20659 | TIC 17158018 | TYC 7892-7679-1 | UBV   14975 | UBV M  22276 | UCAC4 236-132816 | uvby98 100159532 | WDS J17373-4300A | WEB 14543 | WISE J173719.06-425951.7 | WISEA J173719.12-425952.1,264.32970772,-42.99782799,10.86,1.49,7.289,5.54,-3.12,5.18,,,,,,,264.32970772,132.99782799,1.85,F1III,giant_or_supergiant,SIMBAD,uncertain_or_missing_distance,official_iau_name | simbad_named_star,150,
Alkaid,Alkaid,* eta UMa,1510374147844219904,67301,120315,,,*  85 UMa | * eta UMa | 2MASS J13473244+4918477 | [HFE83]  974 | AG+49 1116 | BD+50  2027 | CEL   4281 | CSV 101406 | EUVE J1347+49.2 | FK5  509 | Gaia DR2 1510374147841192960 | Gaia DR3 1510374147844219904 | GC 18643 | GCRV  8142 | GEN# +1.00120315 | GSC 03467-01257 | HD 120315 | HGAM    626 | HIC  67301 | HIP 67301 | HR  5191 | IRAS 13455+4933 | IRC +50233 | JP11  2433 | N30 3141 | NAME Alcaid | NAME Alkaid | NSV  6450 | PLX 3147 | PLX 3147.00 | PMC 90-93   362 | PPM  53742 | RAFGL 4916S | ROT  1999 | SAO  44752 | SKY# 25304 | SV* ZI  1023 | TD1 17067 | TIC 1001113022 | TIC 219033887 | TIC 471011845 | TYC 3467-1257-1 | UBV   12316 | UBV M  19728 | uvby98 100120315 | WEB 11841 | WISE J134732.18+491849.4,206.88515734,49.31326673,31.38,0.24,130.75,-121.17,-14.91,-13.4,31.867431,103.93766,-60.435547,-30.64102,78.814401,103.93766,206.88515734,40.68673327,1.86,B3V,other_main_sequence,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax"
Avior,Avior,* eps Car,,41037,,,,* eps Car | ** HDS 1190 | 2MASS J08223082-5930340 | CCDM J08225-5931AB | CPC 20  2212 | CPD-59  1032 | FAUST 2427 | FK5  315 | GC 11463 | GCRV  5546 | GEN# +1.00071129 | GSC 08579-02692 | HIC  41037 | HIP 41037 | HR  3307 | IRAS 08214-5920 | JP11  1671 | N30 1949 | NAME Avior | NSV  4058 | PPM 336856 | SACS 185 | SAO 235932 | SKY# 15897 | TD1 12403 | TIC 342884451 | UBV    8042 | UBV M  14307 | WDS J08225-5931AB,125.62848024,-59.50948419,5.39,0.42,12.833,-25.52,22.06,11.6,185.528757,605.113873,-178.854565,249.559239,-521.434589,605.113873,125.62848024,149.50948419,1.86,K3:III+B2:V,other_main_sequence,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,
Atria,Atria,* alf TrA,,82273,150798,,,* alf TrA | ** WFC  179A | 1RXS J164840.4-690138 | 2MASS J16483989-6901398 | 2XMM J164840.1-690139 | [L91b] 270 | CPC 21.1  3219 | CPD-68  2822 | FK5  625 | GC 22558 | GCRV  9640 | GEN# +1.00150798 | HD 150798 | HIC  82273 | HIP 82273 | HR  6217 | IRAS 16433-6856 | N30 3745 | NAME Atria | PLX 3802 | PLX 3802.00 | PPM 362330 | SAO 253700 | SKY# 30264 | TD1 19468 | TIC 364216056 | TYC 9275-3641-1 | UBV   14160 | UBV M  21635 | WDS J16487-6902A | WEB 13888,252.16622951,-69.02771185,8.35,0.15,55.667,17.99,-31.58,-3.0,119.760479,390.60644,-42.81601,-133.086703,-364.730188,390.60644,252.16622951,159.02771185,1.88,K2III_Ba1,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,official_iau_name | simbad_named_star,150,
